selected_image_indices,value,selected_image_names,selected_images
11546,-0.00013786554,DME-8728759-1.jpeg,"[[14 39 27 ... 28 20 10]
 [60 60 54 ... 17 11  4]
 [44 24 38 ... 18 13  8]
 ...
 [ 9 11 11 ...  6  4  1]
 [12 12 10 ...  7  6  3]
 [15 13  8 ...  9  7  5]]"
9467,-0.0002462864,DME-269181-24.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 38  12   8 ...  18  14 146]
 [ 35  15  13 ...  20  16 149]
 [ 32  20  20 ...  22  20 152]]"
11542,-4.4703484e-05,DME-7870558-15.jpeg,"[[ 29  27  84 ...  55 203 253]
 [ 78  52  71 ...  26 190 246]
 [ 70  67  20 ...  31 206 250]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
23537,-0.00050127506,DRUSEN-3472938-29.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 21  25   6 ...  28   9  15]
 [ 21  25   6 ...  21   3  11]
 [ 21  26   7 ...  19   3  14]]"
20333,-9.286404e-05,DRUSEN-8986660-62.jpeg,"[[ 32  55  22 ...  35  37  10]
 [ 11  27  39 ...  21  30  17]
 [ 50  58  73 ...  29  32  12]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
10785,-0.0003719926,DME-7846574-25.jpeg,"[[19 34 55 ... 13  7  2]
 [28 37 35 ... 14  7  3]
 [14 21  0 ... 14  8  4]
 ...
 [ 3  3  4 ...  9  6  3]
 [ 3  3  4 ...  8  6  2]
 [ 2  3  4 ...  7  4  1]]"
18433,-0.00012302399,DRUSEN-8986660-136.jpeg,"[[ 46  42  44 ... 255 255 255]
 [ 53  37  19 ... 255 255 255]
 [ 42  31   4 ... 255 255 255]
 ...
 [255 255 255 ...  12  12  12]
 [255 255 255 ...  12  12  12]
 [255 255 255 ...  12  12  12]]"
15179,-4.9710274e-05,DME-4826882-4.jpeg,"[[44 20 14 ... 73 64 54]
 [27 20 24 ... 64 54 42]
 [11 13 14 ... 59 46 32]
 ...
 [ 8  9 10 ...  6  4  2]
 [ 3  4  5 ...  6  4  2]
 [ 1  2  4 ...  6  4  2]]"
2641,-0.00016254187,NORMAL-3561613-12.jpeg,"[[ 95 116 117 ...  10   8   7]
 [ 99 130 121 ...  11   9   8]
 [107 149 124 ...  12   9   7]
 ...
 [  3   3   3 ...   1   1   1]
 [  3   3   3 ...   1   1   1]
 [  3   3   3 ...   1   1   1]]"
20559,-0.00013285875,DRUSEN-8261063-47.jpeg,"[[254  71  22 ...  37  26  27]
 [247  67  22 ...  32  22  25]
 [251  74  32 ...  29  19  23]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
13787,-4.643202e-05,DME-7860515-10.jpeg,"[[  7  24  42 ... 255 255 255]
 [ 13  25  30 ... 255 253 249]
 [ 41  42  21 ... 255 255 255]
 ...
 [255 255 255 ...   7   6   5]
 [255 255 255 ...   7   6   5]
 [255 255 255 ...   7   6   5]]"
23128,-0.0001437068,DRUSEN-9540117-12.jpeg,"[[ 9 11 10 ... 11 12 13]
 [ 4 14 18 ...  9  8  8]
 [ 0 13 23 ... 12  8  4]
 ...
 [ 3  4  6 ...  4  4  4]
 [ 3  4  6 ...  4  4  4]
 [ 3  4  6 ...  4  4  4]]"
15909,-4.1127205e-06,DME-8487067-7.jpeg,"[[ 4  0  0 ... 11  6  0]
 [ 0  0  0 ... 15 10  5]
 [ 0  0  0 ... 13 10  6]
 ...
 [ 1  1  0 ...  5  5  5]
 [ 1  1  0 ...  4  4  4]
 [ 1  1  0 ...  3  3  3]]"
8924,-0.00016063452,DME-8602716-91.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 229 ...  20  17  13]
 [255 255 229 ...  14  12   8]
 [255 255 229 ...  11   8   4]]"
10604,-4.1246414e-05,DME-8177380-12.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 13  13  15 ...   3  52 255]
 [ 13  13  15 ...   3  52 255]
 [ 13  13  15 ...   3  52 255]]"
13719,-3.6001205e-05,DME-5607266-5.jpeg,"[[ 7 16 23 ... 18 10  1]
 [28 41 41 ... 10  7  3]
 [21 42 45 ...  7  8 11]
 ...
 [ 9  5  2 ...  5  5  6]
 [ 7  5  4 ... 12 11 11]
 [ 5  6  7 ... 13 10  7]]"
21340,-3.71933e-05,DRUSEN-8549730-6.jpeg,"[[18  7 14 ...  6  6  5]
 [20  8 13 ... 11 10  8]
 [18  7 10 ... 11 10  8]
 ...
 [ 9  8  5 ...  3  2  1]
 [10  8  5 ...  3  2  1]
 [10  8  6 ...  3  2  1]]"
13522,-8.714199e-05,DME-4244491-2.jpeg,"[[2 3 2 ... 1 1 1]
 [0 0 0 ... 1 1 1]
 [1 0 0 ... 1 1 1]
 ...
 [2 0 0 ... 1 1 1]
 [2 0 0 ... 1 1 1]
 [3 0 0 ... 1 1 1]]"
15084,-1.347065e-05,DME-306172-58.jpeg,"[[ 39   8  43 ... 255 255 255]
 [ 79  38  78 ... 255 255 255]
 [ 89  51  83 ... 255 255 255]
 ...
 [255 255 255 ...  20  18 149]
 [255 255 255 ...  17  16 146]
 [255 255 255 ...  14  13 143]]"
11837,-1.8954277e-05,DME-2817912-15.jpeg,"[[ 28  23  34 ...  14  10   8]
 [ 26  20  33 ...  24  15   4]
 [ 42  24  17 ...  38  29  17]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
12238,-0.00029730797,DME-8602716-139.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 44  43  41 ...   7  55 255]
 [ 44  43  41 ...   7  55 255]
 [ 44  43  41 ...   6  55 255]]"
15699,-3.504753e-05,DME-4973751-6.jpeg,"[[ 28  29  24 ...   9   7   5]
 [ 29  30  26 ...  11   8   5]
 [ 32  34  33 ...  15  11   6]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
12079,-1.2755394e-05,DME-127971-6.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255  70  19 ...   3   9  15]
 [255  69  19 ...   3   8  13]
 [255  68  17 ...   5   7  10]]"
13320,-1.1920929e-07,DME-4607356-9.jpeg,"[[ 9 15  3 ... 18 11  6]
 [ 1 17 12 ... 17 12 10]
 [ 0 15 11 ...  9  5  5]
 ...
 [ 1  3  5 ...  3  3  3]
 [ 1  3  5 ...  4  4  4]
 [ 1  3  5 ...  5  5  5]]"
10419,-7.623434e-05,DME-8738660-6.jpeg,"[[15  9  4 ...  9  9  8]
 [12  9  7 ...  8  7  6]
 [ 6  8  9 ...  3  3  3]
 ...
 [ 3  3 22 ... 93 81 71]
 [ 4  3 22 ... 85 74 63]
 [ 4  4 22 ... 79 68 57]]"
10168,-1.4364719e-05,DME-7763916-22.jpeg,"[[249 255 255 ... 254 254 253]
 [253 255 255 ... 255 255 254]
 [243 244 246 ... 255 255 255]
 ...
 [  2   4   6 ...   5   3   0]
 [  3   4   5 ...   7   5   2]
 [  4   4   4 ...   9   7   5]]"
10252,-0.00024163723,DME-8602716-36.jpeg,"[[255 255 255 ... 254 254 254]
 [255 255 255 ... 254 254 254]
 [255 255 255 ... 254 254 254]
 ...
 [254 255 255 ... 255 255 255]
 [254 255 255 ... 255 255 255]
 [254 255 255 ... 255 255 255]]"
8999,-0.000166893,DME-4897748-4.jpeg,"[[ 9 22 24 ... 15 14 13]
 [ 2 18 28 ...  8  8  8]
 [ 3 21 33 ... 13 12 11]
 ...
 [ 5  1  1 ... 13 13 14]
 [ 3  1  3 ... 13 12 12]
 [ 1  2  6 ... 12 11 10]]"
7952,-7.748604e-07,NORMAL-7065460-20.jpeg,"[[ 8 26 15 ...  0 13 12]
 [ 8 26 45 ...  8 20 20]
 [16  2 39 ... 21 28 22]
 ...
 [12 16 11 ... 17 12 10]
 [ 9 13  9 ... 15  9  7]
 [ 5 10  7 ... 12  7  5]]"
9255,-4.3213367e-05,DME-7700504-15.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 31  45  47 ...  39  37  31]
 [ 25  32  31 ...  30  25  17]
 [ 30  26  15 ...  34  23  10]]"
13078,-0.00011193752,DME-8725086-2.jpeg,"[[ 0  8 39 ... 16  9  2]
 [ 8 20 45 ... 12  7  1]
 [40 32 52 ... 16 11  5]
 ...
 [14 12 10 ...  5  5  5]
 [14 11  8 ...  5  5  5]
 [14 11  7 ...  5  5  5]]"
9804,-0.00019180775,DME-8732456-12.jpeg,"[[253 247 255 ... 255 255 255]
 [255 246 255 ... 255 255 255]
 [255 246 255 ... 255 255 255]
 ...
 [255 255 255 ...  26  26  26]
 [255 255 255 ...  26  26  26]
 [255 255 255 ...  26  26  26]]"
17893,-0.00023913383,DRUSEN-8328995-1.jpeg,"[[0 0 0 ... 4 4 4]
 [2 2 3 ... 8 7 7]
 [4 3 4 ... 5 5 4]
 ...
 [1 1 1 ... 6 4 2]
 [1 1 1 ... 6 4 2]
 [1 0 1 ... 6 4 2]]"
8738,-2.6166439e-05,DME-9939654-12.jpeg,"[[27 93 12 ... 44 21  0]
 [18 48 11 ... 24 12  1]
 [16 31 48 ...  9  5  4]
 ...
 [ 3  6 10 ...  0  0  0]
 [ 8 10 11 ...  0  0  0]
 [ 9 10 11 ...  0  0  0]]"
15378,-4.7266483e-05,DME-9720453-4.jpeg,"[[10  0 27 ... 21 18 43]
 [ 0 41 85 ...  9  5 31]
 [20 22 39 ... 20 11 31]
 ...
 [ 4  1 10 ... 16 20 13]
 [ 4  1 10 ... 16 20 13]
 [ 3  1 10 ... 16 20 13]]"
13349,-3.2424927e-05,DME-5178244-12.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255 255 255 ...  31  44  45]
 [255 255 255 ...  28  40  39]
 [255 255 255 ...  21  34  33]]"
6435,-0.000108003616,NORMAL-9226319-1.jpeg,"[[ 0 11  1 ...  7  6  5]
 [ 2 12  4 ... 12  9  6]
 [ 2 10  6 ... 17 13  7]
 ...
 [ 4  4  4 ...  0  0  0]
 [ 3  4  4 ...  0  0  0]
 [ 3  3  3 ...  0  0  0]]"
12337,-0.0002926588,DME-4242335-42.jpeg,"[[ 0 20 16 ...  0  0  0]
 [ 0  9 29 ...  0  0  0]
 [ 0  0 45 ...  0  0  0]
 ...
 [ 1  0  1 ...  0  0  0]
 [ 1  0  1 ...  0  0  0]
 [ 1  0  1 ...  0  0  0]]"
12395,-2.5451183e-05,DME-8253827-2.jpeg,"[[18 15 37 ...  0  0  0]
 [22 28 22 ...  0  0  0]
 [15 35 12 ...  0  0  0]
 ...
 [11 12 12 ...  0  0  0]
 [10 11 12 ...  0  0  0]
 [ 7  9 11 ...  0  0  0]]"
11319,-1.8656254e-05,DME-7807823-4.jpeg,"[[253 231  57 ...   0   0   0]
 [255 220  43 ...   0   0   0]
 [251 204  36 ...   0   0   0]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
7026,-2.7239323e-05,NORMAL-4778166-1.jpeg,"[[139   3  11 ...   5 145 251]
 [141   4  11 ...   2 148 253]
 [142   6  12 ...   1 153 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
10387,-1.090765e-05,DME-4561631-5.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [114   2  41 ...  25  33  13]
 [158  22  39 ...  22  32  13]
 [193  35  34 ...  18  30  14]]"
8253,-8.8214874e-05,DME-4967228-41.jpeg,"[[ 0  0  0 ...  8  6  3]
 [ 0  0  0 ... 11  9  7]
 [ 0  0  0 ... 10  9  8]
 ...
 [ 0  0  0 ...  4  4  4]
 [ 0  0  0 ...  4  4  4]
 [ 0  0  0 ...  4  4  4]]"
8015,-1.692772e-05,DME-1823896-1.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 45  57  41 ...  20  21  22]
 [ 35  48  34 ...  25  26  26]
 [ 27  39  27 ...  32  32  32]]"
9146,-7.2062016e-05,DME-3447259-2.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 21  10  14 ...  35  35  35]
 [ 19   8  12 ...  28  28  28]
 [ 18   9  14 ...  23  23  23]]"
16085,-5.9723854e-05,DRUSEN-9358447-11.jpeg,"[[44 32 24 ...  6  4  3]
 [21 15 16 ...  8  6  5]
 [14 10 16 ...  9  7  5]
 ...
 [ 4  4  4 ...  7  4  1]
 [ 3  3  3 ...  7  4  1]
 [ 2  2  2 ...  7  4  1]]"
20145,-7.70092e-05,DRUSEN-9059831-9.jpeg,"[[250 255 163 ...  21   1  12]
 [254 246  92 ...  59  32  28]
 [245 255 112 ...  85  74  74]
 ...
 [255 232 104 ...  16  15  14]
 [253 255 224 ...  66  66  64]
 [239 251 254 ... 255 255 254]]"
9032,-2.9087067e-05,DME-4658666-12.jpeg,"[[ 0  2 14 ... 35 18  3]
 [30 42 35 ... 36 24 15]
 [12 42 45 ... 24 19 18]
 ...
 [ 6  7  9 ...  3  2  1]
 [ 5  6  8 ...  3  2  1]
 [ 4  5  7 ...  3  2  1]]"
14467,-2.9563904e-05,DME-4269147-11.jpeg,"[[ 4 18 19 ...  8  6  4]
 [ 5 20 26 ...  9  8  6]
 [ 5 16 26 ... 11 10  8]
 ...
 [ 9  8  8 ...  2  2  2]
 [ 7  7  6 ...  2  2  2]
 [ 4  4  4 ...  2  2  2]]"
10640,-8.136034e-05,DME-9867791-2.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 52  57  55 ...  25  62 255]
 [ 58  64  60 ...  25  62 255]
 [ 65  71  66 ...  25  62 255]]"
9395,-0.00012886524,DME-4940184-7.jpeg,"[[19 26 19 ... 14 10  4]
 [20 26 19 ... 19 14  7]
 [30 33 22 ... 23 16  7]
 ...
 [12  8  2 ...  3  2  1]
 [10  7  1 ...  3  2  1]
 [ 9  5  0 ...  3  2  1]]"
10720,-0.00014948845,DME-7763916-75.jpeg,"[[ 62  41  38 ...  38  36  14]
 [ 55  35  28 ...  30  29   5]
 [ 35  43  56 ...  34  34  11]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
12189,-7.033348e-05,DME-8725587-2.jpeg,"[[ 21  28  27 ... 255 255 254]
 [ 12  23  28 ... 199 205 206]
 [ 15  29  37 ...  16  25  30]
 ...
 [255 255 255 ...   4   5   6]
 [255 255 255 ...   4   5   6]
 [255 255 255 ...   5   5   6]]"
23011,-5.9604645e-08,DRUSEN-9000010-16.jpeg,"[[ 53  43  41 ...   8  47 253]
 [ 50  39  34 ...  16  51 253]
 [ 38  37  43 ...  26  57 254]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
11780,-5.3048134e-06,DME-3340887-3.jpeg,"[[ 34  20  18 ... 255 255 255]
 [ 23  15  15 ... 255 255 255]
 [ 19  18  20 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
8595,-1.0609627e-05,DME-4578604-7.jpeg,"[[10 30 42 ... 20 20  6]
 [31 13 25 ...  9 15  8]
 [ 7  0 13 ...  4 16 16]
 ...
 [15 15 13 ...  6  6  6]
 [11 12 10 ...  5  5  5]
 [ 7  7  6 ...  4  4  4]]"
5582,-5.00679e-06,NORMAL-6714829-14.jpeg,"[[255 255 248 ... 255 255 255]
 [168  83  89 ... 255 255 255]
 [165  47  53 ... 255 255 255]
 ...
 [147   0   7 ...   7   6   5]
 [147   0   7 ...   8   7   6]
 [147   0   7 ...   9   8   7]]"
11721,-8.881092e-06,DME-6354157-7.jpeg,"[[255 255 255 ...  93  86  77]
 [255 255 255 ...  81  74  65]
 [255 255 255 ...  81  73  64]
 ...
 [  6   3   5 ... 255 255 255]
 [  7   4   5 ... 255 255 255]
 [  9   6   6 ... 255 255 255]]"
12748,-8.583069e-06,DME-5426500-1.jpeg,"[[12 24 25 ... 25 14  3]
 [23 30 30 ... 23 12  2]
 [27 28 28 ... 20  9  0]
 ...
 [ 7  5  3 ...  4  2  0]
 [ 8  5  3 ...  4  2  0]
 [ 8  6  3 ...  4  2  0]]"
9004,-3.629923e-05,DME-8087608-17.jpeg,"[[143 137 135 ...  61 103  64]
 [133 134 137 ...  83 119  73]
 [132 141 149 ...  92 123  72]
 ...
 [  2   4   5 ...   3   3   3]
 [  2   4   5 ...   3   3   3]
 [  2   4   5 ...   3   3   3]]"
14757,-4.3928623e-05,DME-4884451-8.jpeg,"[[ 10  25  45 ... 255 255 255]
 [ 14  23  38 ... 249 248 251]
 [ 32  34  42 ... 255 255 255]
 ...
 [ 12  10   6 ...  10   7   4]
 [  3   1   0 ...  12   9   6]
 [152 152 151 ...  14  11   8]]"
20812,-9.673834e-05,DRUSEN-7154222-3.jpeg,"[[255 255 255 ... 255 255 255]
 [254 252 250 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 10   8   8 ...  14   6 144]
 [  9   8   8 ...  12   5 143]
 [  8   8   9 ...  10   4 143]]"
275,-1.8835068e-05,NORMAL-5434248-15.jpeg,"[[ 29  71  66 ... 253 243 255]
 [ 12  83  94 ... 255 253 248]
 [ 51 100  95 ... 255 255 246]
 ...
 [255 255 255 ...   6  69 255]
 [255 255 255 ...   4  67 255]
 [255 255 255 ...   2  66 255]]"
13073,-5.1379204e-05,DME-4643364-1.jpeg,"[[30 23 11 ... 29 17  6]
 [25  6 13 ... 18  9  2]
 [10  0 26 ... 10  2  0]
 ...
 [15 11  8 ...  7  5  2]
 [12  8  6 ...  8  6  3]
 [ 8  4  3 ...  9  7  4]]"
12838,-3.4570694e-06,DME-3546221-1.jpeg,"[[ 0  1  0 ...  2  1  1]
 [ 3  9 10 ...  2  1  1]
 [22 30 31 ...  2  1  1]
 ...
 [ 5  5  5 ...  1  1  1]
 [ 4  4  5 ...  1  1  1]
 [ 2  3  4 ...  1  1  1]]"
10081,-2.092123e-05,DME-3483651-20.jpeg,"[[44 42 36 ... 50 49 51]
 [50 42 27 ... 36 32 30]
 [45 36 12 ... 43 35 29]
 ...
 [ 2  4  7 ...  6  8 11]
 [ 2  4  7 ...  6  7  8]
 [ 2  4  7 ...  7  7  6]]"
2392,-7.927418e-06,NORMAL-6036699-4.jpeg,"[[  9  14  16 ... 255 255 255]
 [ 11  16  18 ... 255 255 255]
 [ 10  15  18 ... 255 255 255]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
8144,-8.6426735e-06,DME-5549735-7.jpeg,"[[ 49  42  71 ... 255 255 255]
 [ 36  84  67 ... 255 255 255]
 [ 16  43  37 ... 255 255 255]
 ...
 [255 255 255 ...  30  22  17]
 [255 255 255 ...  34  23  13]
 [255 255 255 ...  43  29  15]]"
5076,-1.4901161e-05,NORMAL-3361560-24.jpeg,"[[32 34 37 ... 34 22 14]
 [34 36 38 ... 33 23 15]
 [37 38 40 ... 29 20 13]
 ...
 [ 4  5  6 ...  6  6  6]
 [ 3  5  6 ...  5  5  5]
 [ 3  4  6 ...  4  4  4]]"
6420,-6.866455e-05,NORMAL-7585414-8.jpeg,"[[255 251 192 ...  23  19  15]
 [255 253 195 ...  23  19  14]
 [255 254 196 ...  23  19  13]
 ...
 [255 255 255 ...   0  62 255]
 [255 255 255 ... 169 191 255]
 [255 255 255 ... 255 255 250]]"
15356,-2.9802322e-06,DME-3608465-30.jpeg,"[[31 38 63 ... 47 46 41]
 [18 81 79 ... 46 43 35]
 [28 39 55 ... 10 19 28]
 ...
 [15 12 16 ...  9  9  9]
 [ 8  6 12 ...  9  9  9]
 [ 2  2  9 ...  9  9  9]]"
12038,-6.210804e-05,DME-4897748-16.jpeg,"[[ 0  0  0 ... 27 18 12]
 [ 0  0  0 ... 28 19 12]
 [ 0  0  0 ... 32 22 15]
 ...
 [ 0  0  0 ...  3  2  1]
 [ 0  0  0 ...  3  2  1]
 [ 0  0  0 ...  3  2  1]]"
2477,-3.71933e-05,NORMAL-3644026-22.jpeg,"[[ 91  64  72 ...  47  36 158]
 [ 74  51  51 ...  42  36 160]
 [ 83  66  52 ...  33  35 168]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
5210,-6.03199e-05,NORMAL-3787139-30.jpeg,"[[255 255 255 ...  18   8  94]
 [255 255 255 ...  17   8  96]
 [255 255 255 ...  14   8  96]
 ...
 [  0   0   2 ... 255 255 255]
 [  0   0   3 ... 255 255 255]
 [  0   0   3 ... 255 255 255]]"
8226,-5.1259995e-06,DME-633268-62.jpeg,"[[ 6 13 15 ...  0  0  0]
 [ 0  4 15 ...  0  0  0]
 [ 5  4 17 ...  0  0  0]
 ...
 [ 7  7  7 ...  0  0  0]
 [ 7  7  7 ...  0  0  0]
 [ 6  7  7 ...  0  0  0]]"
12983,-5.5491924e-05,DME-8253827-7.jpeg,"[[  8   0  38 ... 255 255 255]
 [  2  13  57 ... 255 255 255]
 [ 46  36  35 ... 255 255 255]
 ...
 [255 255 255 ...  28  17   7]
 [255 255 255 ...  31  21  13]
 [255 255 255 ...  30  22  17]]"
8857,-3.85046e-05,DME-8019418-13.jpeg,"[[ 19  11  16 ... 115 104  58]
 [ 18  11  14 ... 118 107  60]
 [  8  10  18 ... 118 108  61]
 ...
 [  3  11   8 ...   4   3   2]
 [  2   9   5 ...   4   3   2]
 [  1   8   2 ...   4   3   2]]"
18179,-2.9802322e-05,DRUSEN-9201573-16.jpeg,"[[ 3  1  1 ... 12  8  3]
 [ 5  3  4 ... 11  7  3]
 [ 7  5  7 ... 11  8  4]
 ...
 [ 4  5  5 ...  2  2  2]
 [ 4  4  4 ...  2  2  2]
 [ 2  3  3 ...  2  2  2]]"
15233,-6.2942505e-05,DME-5006393-9.jpeg,"[[255 255 255 ...  33  19  13]
 [255 255 255 ...  35  20  11]
 [255 255 255 ...  26  12   2]
 ...
 [ 20   9  11 ... 255 255 255]
 [ 20   6   7 ... 255 255 255]
 [ 20   3   2 ... 255 255 255]]"
13303,-2.0503998e-05,DME-8732456-16.jpeg,"[[ 4  0  7 ... 35 22 11]
 [ 1  1 11 ... 39 26 15]
 [ 0  1 15 ... 38 25 14]
 ...
 [ 0  2  0 ...  6  5  4]
 [ 0  2  0 ...  7  5  4]
 [ 0  2  0 ...  8  6  4]]"
