selected_image_indices,value,selected_image_names,selected_images
20195,0.7192832,DRUSEN-8086850-82.jpeg,"[[ 48  23   0 ...  41  24  12]
 [  8   2  18 ...  33  16   3]
 [ 16   0  35 ...  40  24  13]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
2412,0.76943535,NORMAL-5677894-2.jpeg,"[[24 12 39 ... 22 13  5]
 [ 9  7 29 ... 24 13  3]
 [ 3  9 21 ... 26 12  0]
 ...
 [27 14 16 ...  2  1  0]
 [17  6 10 ...  2  1  0]
 [ 9  0  6 ...  2  1  0]]"
10339,0.82036,DME-8732456-8.jpeg,"[[255 255 255 ...  20  12  97]
 [255 255 255 ...  31  17  97]
 [255 255 255 ...  22   5  82]
 ...
 [  1   9  13 ... 255 255 255]
 [  0  10  14 ... 255 255 255]
 [  0  11  16 ... 255 255 255]]"
21340,0.8561518,DRUSEN-8549730-6.jpeg,"[[18  7 14 ...  6  6  5]
 [20  8 13 ... 11 10  8]
 [18  7 10 ... 11 10  8]
 ...
 [ 9  8  5 ...  3  2  1]
 [10  8  5 ...  3  2  1]
 [10  8  6 ...  3  2  1]]"
12743,0.9013616,DME-7675318-15.jpeg,"[[11  5 34 ...  7  2  0]
 [ 0 35 22 ... 12  6  2]
 [ 7 30 12 ... 10  4  1]
 ...
 [14  9  9 ...  7  2  0]
 [15 12 14 ...  7  2  0]
 [17 15 19 ...  7  2  0]]"
10604,0.95514035,DME-8177380-12.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 13  13  15 ...   3  52 255]
 [ 13  13  15 ...   3  52 255]
 [ 13  13  15 ...   3  52 255]]"
3026,1.0015528,NORMAL-2842495-9.jpeg,"[[0 0 1 ... 3 2 1]
 [0 0 1 ... 3 3 2]
 [1 2 3 ... 4 3 2]
 ...
 [0 1 3 ... 1 1 1]
 [0 1 3 ... 1 1 1]
 [0 1 3 ... 1 1 1]]"
15994,1.0464694,DME-7928636-10.jpeg,"[[ 43  48  55 ... 255 255 255]
 [ 59  53  55 ... 255 255 255]
 [ 57  51  54 ... 255 255 255]
 ...
 [255 255 255 ...  26  20  13]
 [255 255 255 ...  20  16  12]
 [255 255 255 ...  13  11  10]]"
8857,1.0937915,DME-8019418-13.jpeg,"[[ 19  11  16 ... 115 104  58]
 [ 18  11  14 ... 118 107  60]
 [  8  10  18 ... 118 108  61]
 ...
 [  3  11   8 ...   4   3   2]
 [  2   9   5 ...   4   3   2]
 [  1   8   2 ...   4   3   2]]"
15321,1.1366532,DME-3483651-29.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 54  33  48 ...  21  11   4]
 [ 54  33  50 ...  27  17   9]
 [ 51  30  49 ...  32  21  13]]"
18440,1.1816657,DRUSEN-2951435-16.jpeg,"[[ 0 13 23 ...  6 10 13]
 [ 0  5 10 ...  6  9 12]
 [ 4  4  4 ...  5  8 11]
 ...
 [ 0  5  8 ...  2  3  4]
 [ 0  5  8 ...  2  3  4]
 [ 0  5  8 ...  2  3  4]]"
15378,1.226732,DME-9720453-4.jpeg,"[[10  0 27 ... 21 18 43]
 [ 0 41 85 ...  9  5 31]
 [20 22 39 ... 20 11 31]
 ...
 [ 4  1 10 ... 16 20 13]
 [ 4  1 10 ... 16 20 13]
 [ 3  1 10 ... 16 20 13]]"
23537,1.2764931,DRUSEN-3472938-29.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 21  25   6 ...  28   9  15]
 [ 21  25   6 ...  21   3  11]
 [ 21  26   7 ...  19   3  14]]"
12484,1.3218113,DME-2817912-14.jpeg,"[[ 44  26  26 ...  36  17  72]
 [ 36  23  29 ...  18   0  10]
 [ 23  12  19 ...  42  15   8]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
6420,1.3693253,NORMAL-7585414-8.jpeg,"[[255 251 192 ...  23  19  15]
 [255 253 195 ...  23  19  14]
 [255 254 196 ...  23  19  13]
 ...
 [255 255 255 ...   0  62 255]
 [255 255 255 ... 169 191 255]
 [255 255 255 ... 255 255 250]]"
15356,1.4160864,DME-3608465-30.jpeg,"[[31 38 63 ... 47 46 41]
 [18 81 79 ... 46 43 35]
 [28 39 55 ... 10 19 28]
 ...
 [15 12 16 ...  9  9  9]
 [ 8  6 12 ...  9  9  9]
 [ 2  2  9 ...  9  9  9]]"
11378,1.4570417,DME-4792882-4.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  7  14  19 ...   9   9   9]
 [  5  12  16 ...  10  10   9]
 [  4  10  13 ...  11  11  10]]"
12068,1.5049608,DME-5465575-28.jpeg,"[[ 41  30   6 ...  34  15   2]
 [ 41  52  43 ...  30  11   0]
 [ 41  43  33 ...  35  19   9]
 ...
 [231 231 231 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [254 254 254 ... 255 255 255]]"
14731,1.5416728,DME-7706610-8.jpeg,"[[251 255 255 ... 252 253 254]
 [204 208 213 ... 255 255 255]
 [ 26  29  36 ... 253 253 253]
 ...
 [ 11   9   8 ...  15  10   8]
 [ 10   8   8 ...  13   8   6]
 [  8   7   7 ...  12   6   3]]"
17893,1.5856028,DRUSEN-8328995-1.jpeg,"[[0 0 0 ... 4 4 4]
 [2 2 3 ... 8 7 7]
 [4 3 4 ... 5 5 4]
 ...
 [1 1 1 ... 6 4 2]
 [1 1 1 ... 6 4 2]
 [1 0 1 ... 6 4 2]]"
12092,1.633654,DME-7700504-5.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 65  58  74 ...  37  32  55]
 [ 34  42  77 ...  29  27  53]
 [ 64  57  65 ...  21  25  56]]"
3421,1.6847644,NORMAL-7792808-18.jpeg,"[[ 13   3   7 ... 130  99  32]
 [  4   7  17 ... 110  89  31]
 [  0  15  26 ...  91  79  32]
 ...
 [  4   1   3 ...   2   2   2]
 [  4   1   3 ...   2   2   2]
 [  4   1   3 ...   2   2   2]]"
13563,1.7240546,DME-9945479-3.jpeg,"[[ 0  0 20 ...  7  7  7]
 [ 1 12 25 ... 13 10  5]
 [ 0 20 20 ... 13 11  8]
 ...
 [10  9  8 ...  4  4  4]
 [ 7  6  6 ...  3  3  3]
 [ 3  3  2 ...  2  2  2]]"
2507,1.7748753,NORMAL-8499406-9.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 34  45  55 ...  28  19  12]
 [ 43  53  62 ...  21  12   5]
 [ 51  60  67 ...  16   6   0]]"
8868,1.817242,DME-8602716-23.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 12  20  12 ...  17   7 142]
 [ 15  22  14 ...  17   7 142]
 [ 20  26  16 ...  17   7 142]]"
10861,1.8621724,DME-4897748-18.jpeg,"[[158   0   9 ... 255 255 255]
 [147   6  32 ... 255 255 255]
 [153  41  47 ... 255 255 255]
 ...
 [255 255 255 ...  17  22  26]
 [255 255 255 ...  16  21  25]
 [255 255 255 ...  14  19  24]]"
18998,1.9026783,DRUSEN-8086850-83.jpeg,"[[ 48  23   0 ...  41  24  12]
 [  8   2  18 ...  33  16   3]
 [ 16   0  35 ...  40  24  13]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
11721,1.9545721,DME-6354157-7.jpeg,"[[255 255 255 ...  93  86  77]
 [255 255 255 ...  81  74  65]
 [255 255 255 ...  81  73  64]
 ...
 [  6   3   5 ... 255 255 255]
 [  7   4   5 ... 255 255 255]
 [  9   6   6 ... 255 255 255]]"
22263,1.9984907,DRUSEN-8218042-1.jpeg,"[[ 1  2  3 ...  5  4  3]
 [ 3  3  4 ...  3  2  1]
 [ 4  5  5 ...  3  3  2]
 ...
 [17 31 37 ... 28 22 19]
 [17 30 37 ... 28 20 15]
 [16 30 36 ... 30 21 13]]"
12395,2.0403445,DME-8253827-2.jpeg,"[[18 15 37 ...  0  0  0]
 [22 28 22 ...  0  0  0]
 [15 35 12 ...  0  0  0]
 ...
 [11 12 12 ...  0  0  0]
 [10 11 12 ...  0  0  0]
 [ 7  9 11 ...  0  0  0]]"
140,2.087226,NORMAL-9160999-8.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 31  55  39 ...  18  23  30]
 [ 20  40  34 ...  10  13  17]
 [ 10  24  30 ...   9  10  11]]"
11629,2.1352186,DME-4658666-10.jpeg,"[[ 2 17 46 ... 22 18 15]
 [ 0 17 34 ... 16 13 10]
 [10 23 19 ... 10 10 11]
 ...
 [ 3  2  4 ...  1  1  1]
 [ 2  2  4 ...  2  2  2]
 [ 2  3  4 ...  3  3  3]]"
10217,2.1819406,DME-1649492-72.jpeg,"[[ 0  0  3 ... 12  8  4]
 [ 0  2  4 ... 13 10  5]
 [ 2  4  5 ... 14 10  6]
 ...
 [ 3  5  7 ...  2  2  2]
 [ 3  5  7 ...  2  2  2]
 [ 3  5  7 ...  2  2  2]]"
10022,2.220852,DME-4792882-5.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [148   4  15 ...   9   8   7]
 [148   4  15 ...  11  10   9]
 [149   3  14 ...  13  12  11]]"
6374,2.2664838,NORMAL-3479847-12.jpeg,"[[ 4  9 12 ... 43 43 19]
 [30 55 14 ... 73 74 50]
 [24 64 14 ... 82 86 63]
 ...
 [ 2  6 16 ...  5  7  9]
 [ 2  7 17 ...  4  6  8]
 [ 1  7 19 ...  3  5  7]]"
8738,2.311069,DME-9939654-12.jpeg,"[[27 93 12 ... 44 21  0]
 [18 48 11 ... 24 12  1]
 [16 31 48 ...  9  5  4]
 ...
 [ 3  6 10 ...  0  0  0]
 [ 8 10 11 ...  0  0  0]
 [ 9 10 11 ...  0  0  0]]"
9329,2.3563166,DME-4744426-3.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  8  15  12 ...  19  31  16]
 [  7  16  18 ...  14  26  10]
 [  7  19  24 ...   8  20   4]]"
18454,2.3965082,DRUSEN-8261063-33.jpeg,"[[  0  17  22 ...  19  15  10]
 [  0  11  10 ...  23  20  15]
 [  1  10   9 ...  26  23  19]
 ...
 [255 255 255 ...   9   0  20]
 [255 255 255 ...   8   0  39]
 [255 255 255 ... 157 150 209]]"
6696,2.4440107,NORMAL-6318112-1.jpeg,"[[ 0 14  0 ...  9  8  6]
 [ 0 14  0 ... 10  9  8]
 [ 1 14  2 ...  9 10 10]
 ...
 [ 1  2  3 ...  4  4  4]
 [ 1  2  3 ...  5  5  5]
 [ 1  1  2 ...  6  6  6]]"
13803,2.4893615,DME-258763-26.jpeg,"[[14 16 14 ... 18 12  4]
 [18 20 19 ... 17 11  3]
 [12 15 15 ... 18 12  4]
 ...
 [13 11 14 ...  2  2  2]
 [11  9 14 ...  2  2  2]
 [ 8  7 13 ...  2  2  2]]"
8116,2.5322566,DME-7763916-21.jpeg,"[[  0  33  43 ... 255 255 255]
 [  0  21  24 ... 210 210 210]
 [  2  20  17 ...  21  21  22]
 ...
 [  4   6   5 ...   5   4   3]
 [  2   4   3 ...   4   4   3]
 [  0   1   1 ...   3   3   3]]"
8999,2.574042,DME-4897748-4.jpeg,"[[ 9 22 24 ... 15 14 13]
 [ 2 18 28 ...  8  8  8]
 [ 3 21 33 ... 13 12 11]
 ...
 [ 5  1  1 ... 13 13 14]
 [ 3  1  3 ... 13 12 12]
 [ 1  2  6 ... 12 11 10]]"
12591,2.6183739,DME-7700504-14.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [250  57  15 ...  13   6  17]
 [254  68  27 ...  22   9  11]
 [255  81  40 ...  31  10   3]]"
17881,2.6685226,DRUSEN-8549730-61.jpeg,"[[13 12 20 ...  3 16 23]
 [14 13 22 ...  3 12 17]
 [10  8 19 ...  6 10 10]
 ...
 [ 1  2  3 ...  2  2  2]
 [ 1  2  3 ...  2  2  2]
 [ 1  2  3 ...  2  2  2]]"
13711,2.71038,DME-408201-6.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  5   9  13 ... 255 255 255]
 [  6   9  13 ... 255 255 255]
 [  8  10  13 ... 255 255 255]]"
8955,2.7521503,DME-8738660-1.jpeg,"[[ 0  0  0 ... 15 17 18]
 [ 0  0  0 ... 16 18 20]
 [ 0  0  0 ... 19 21 24]
 ...
 [ 0  0  0 ...  6  6  6]
 [ 0  0  0 ...  5  5  5]
 [ 0  0  0 ...  4  4  4]]"
14260,2.7975328,DME-4616882-32.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  6   4   6 ...  19   2 157]
 [  7   5   7 ...  18   2 156]
 [  8   7   9 ...  18   1 156]]"
10619,2.8370054,DME-8692039-3.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 23  15  12 ...  11   0 149]
 [ 19  12  13 ...  12   0 150]
 [ 14  10  14 ...  13   0 151]]"
16700,2.8853815,DRUSEN-1514075-22.jpeg,"[[39 56 39 ... 15 15 15]
 [23 35 26 ...  3  5  8]
 [47 41 26 ...  9 11 14]
 ...
 [12 17  1 ...  9  7  4]
 [14 19  3 ...  9  7  4]
 [15 21  6 ...  9  7  4]]"
11150,2.9224277,DME-8732456-13.jpeg,"[[255 255 255 ... 255 255 255]
 [250 255 253 ... 255 255 255]
 [252 255 252 ... 255 255 255]
 ...
 [255 255 255 ...  16  17  18]
 [255 255 255 ...  15  16  18]
 [255 255 255 ...  14  15  16]]"
13051,2.969248,DME-5000180-7.jpeg,"[[ 5 12 18 ...  0  0  0]
 [ 7 11  0 ...  0  0  0]
 [36 49 27 ...  0  0  0]
 ...
 [ 9 11 11 ...  0  0  0]
 [ 3 10 14 ...  0  0  0]
 [ 0 10 17 ...  0  0  0]]"
21200,3.0165815,DRUSEN-5427619-7.jpeg,"[[ 13   4   0 ...  10   0 137]
 [  8  11  12 ...  30  12 141]
 [ 26  28  28 ...  17   6 143]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
8424,3.058121,DME-6593270-2.jpeg,"[[ 0  4  6 ...  5 12 18]
 [ 4  6  7 ...  6 13 20]
 [ 4  5  6 ... 20 26 34]
 ...
 [ 1  8 11 ...  7  6  5]
 [ 1  8 11 ...  5  4  3]
 [ 1  8 11 ...  3  2  1]]"
9096,3.1053019,DME-8602716-49.jpeg,"[[23 13 18 ... 12 14 15]
 [13 19 20 ...  9 10 11]
 [10 29 18 ... 17 20 23]
 ...
 [ 0  1  4 ...  5  4  3]
 [ 0  2  4 ...  5  4  3]
 [ 2  3  4 ...  5  4  3]]"
8015,3.1459453,DME-1823896-1.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 45  57  41 ...  20  21  22]
 [ 35  48  34 ...  25  26  26]
 [ 27  39  27 ...  32  32  32]]"
10290,3.194954,DME-790000-1.jpeg,"[[ 0 17 20 ... 10  5  3]
 [ 6 19 21 ... 14  7  3]
 [23 53 47 ... 21 13  7]
 ...
 [ 3  3  4 ...  3  3  3]
 [ 2  3  3 ...  3  3  3]
 [ 2  2  3 ...  3  3  3]]"
12705,3.2315583,DME-9939654-36.jpeg,"[[ 45  30  54 ... 254 254 254]
 [ 46  49  64 ... 255 255 255]
 [ 52  69  70 ...  99  99  99]
 ...
 [ 17  26  16 ...   0   0   0]
 [ 15  24  14 ...   0   0   0]
 [ 12  22  13 ...   0   0   0]]"
9146,3.278199,DME-3447259-2.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 21  10  14 ...  35  35  35]
 [ 19   8  12 ...  28  28  28]
 [ 18   9  14 ...  23  23  23]]"
23154,3.326919,DRUSEN-8549730-12.jpeg,"[[ 7  8 10 ...  8 10  8]
 [ 6 10 14 ... 12 13 12]
 [ 4  9 14 ...  6  8  7]
 ...
 [ 0  4  6 ...  1  1  1]
 [ 2  6  6 ...  1  1  1]
 [ 6  8  6 ...  1  1  1]]"
10387,3.3667328,DME-4561631-5.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [114   2  41 ...  25  33  13]
 [158  22  39 ...  22  32  13]
 [193  35  34 ...  18  30  14]]"
21779,3.4103723,DRUSEN-2951435-4.jpeg,"[[ 7  4  4 ...  6  4  2]
 [ 6  7  8 ...  4  2  0]
 [ 4 11 12 ...  5  3  1]
 ...
 [ 1  2  4 ...  4  3  2]
 [ 1  2  4 ...  4  3  2]
 [ 1  2  4 ...  4  3  2]]"
13195,3.4505916,DME-8019418-9.jpeg,"[[120 114 138 ...  55  62  67]
 [145 140 162 ...  64  70  75]
 [139 135 153 ...  69  75  79]
 ...
 [  6  10  13 ...   3   3   3]
 [  7  10  12 ...   3   3   3]
 [  7   9  10 ...   3   3   2]]"
9309,3.5038524,DME-5572449-14.jpeg,"[[255 255 255 ... 253 255 255]
 [255 255 255 ... 247 250 253]
 [255 255 255 ... 255 255 255]
 ...
 [161  24  38 ...  17  15  13]
 [165  23  31 ...  17  15  13]
 [163  17  22 ...  17  15  13]]"
11837,3.5413086,DME-2817912-15.jpeg,"[[ 28  23  34 ...  14  10   8]
 [ 26  20  33 ...  24  15   4]
 [ 42  24  17 ...  38  29  17]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
15084,3.5759575,DME-306172-58.jpeg,"[[ 39   8  43 ... 255 255 255]
 [ 79  38  78 ... 255 255 255]
 [ 89  51  83 ... 255 255 255]
 ...
 [255 255 255 ...  20  18 149]
 [255 255 255 ...  17  16 146]
 [255 255 255 ...  14  13 143]]"
19323,3.6210208,DRUSEN-8796318-13.jpeg,"[[ 0  1  6 ...  9  6  2]
 [ 5  7 12 ... 11  8  5]
 [ 4  7 10 ... 10  7  4]
 ...
 [ 1  4  7 ...  7  4  1]
 [ 1  4  6 ...  7  4  1]
 [ 1  3  6 ...  7  4  1]]"
20857,3.666915,DRUSEN-8549730-90.jpeg,"[[ 0 18 10 ... 18 10  1]
 [ 0 14  5 ... 18 12  7]
 [ 0 10  1 ... 11  9  7]
 ...
 [ 0  2  3 ...  6  6  6]
 [ 0  2  3 ...  5  5  5]
 [ 0  2  3 ...  4  4  4]]"
11966,3.7064857,DME-4119721-65.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 11  20  23 ...  15   0 152]
 [ 24  26  23 ...  15   0 153]
 [ 30  23  14 ...  16   0 154]]"
6634,3.7544746,NORMAL-9254923-1.jpeg,"[[ 64 100 118 ...   6  10  14]
 [ 63  76  95 ...   9  11  13]
 [ 57  62  78 ...  11   9   8]
 ...
 [  0   5   7 ...   5   4   3]
 [  0   4   7 ...   5   4   3]
 [  0   4   6 ...   4   4   3]]"
22654,3.793188,DRUSEN-609387-12.jpeg,"[[  1  16   6 ... 255 255 255]
 [  1  16   7 ... 255 255 255]
 [  0  14  13 ... 255 255 255]
 ...
 [255 255 255 ...  10  55 255]
 [255 255 255 ...  10  55 255]
 [255 255 255 ...  10  55 255]]"
12235,3.8404617,DME-7706610-10.jpeg,"[[255 252 251 ... 255 255 255]
 [255 255 253 ... 255 255 255]
 [254 254 251 ... 254 254 254]
 ...
 [  7  14   7 ...  10   9   7]
 [  6  14   6 ...   7   6   5]
 [  6  13   4 ...   4   3   2]]"
11806,3.8764923,DME-5607266-13.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  9  16  19 ...  10   0 148]
 [ 13  19  21 ...  13   0 151]
 [ 18  22  22 ...  15   0 153]]"
12434,3.9191122,DME-7675318-16.jpeg,"[[ 0  0  0 ... 39 26 14]
 [ 3  2  1 ... 31 29 30]
 [ 0  1  0 ... 14 20 32]
 ...
 [ 0  1  1 ...  6  5  4]
 [ 0  1  1 ...  6  5  4]
 [ 0  1  1 ...  5  5  4]]"
10677,3.9608302,DME-8080050-14.jpeg,"[[ 3 14 17 ...  9  7  3]
 [12 25 29 ...  5  5  4]
 [18 33 41 ...  4  5  7]
 ...
 [ 9  6 12 ...  1  1  1]
 [ 7  4 10 ...  1  1  1]
 [ 4  1  8 ...  1  1  1]]"
12216,4.0109954,DME-9721607-17.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 39  26  37 ...  21  63 255]
 [ 42  31  41 ...  21  63 255]
 [ 45  36  47 ...  21  63 255]]"
22471,4.0506954,DRUSEN-9000010-6.jpeg,"[[ 7 17 16 ... 13 12 11]
 [14 18 15 ... 17 16 15]
 [14 18 18 ... 18 17 16]
 ...
 [ 4  3  3 ...  3  3  3]
 [ 4  3  3 ...  3  3  3]
 [ 4  3  3 ...  3  3  3]]"
12238,4.0937357,DME-8602716-139.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 44  43  41 ...   7  55 255]
 [ 44  43  41 ...   7  55 255]
 [ 44  43  41 ...   6  55 255]]"
23800,4.1397343,DRUSEN-8261063-18.jpeg,"[[255 250  45 ...  19  29  35]
 [255 248  42 ...  19  29  37]
 [255 248  42 ...  27  35  40]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
20333,4.179105,DRUSEN-8986660-62.jpeg,"[[ 32  55  22 ...  35  37  10]
 [ 11  27  39 ...  21  30  17]
 [ 50  58  73 ...  29  32  12]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
7898,4.228716,NORMAL-8994356-32.jpeg,"[[  9  86  79 ...  81  52  27]
 [103 206 194 ... 127 102  83]
 [ 84 215 225 ... 115  97  84]
 ...
 [  2   6   9 ...   2   3   4]
 [  2   6   9 ...   2   3   4]
 [  2   5   9 ...   2   2   3]]"
11810,4.269292,DME-4388412-2.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 24  23  19 ...  18  10 148]
 [ 26  25  21 ...  17  10 147]
 [ 28  27  23 ...  16   8 146]]"
