selected_image_indices,value,selected_image_names,selected_images
21340,0.13198392,DRUSEN-8549730-6.jpeg,"[[18  7 14 ...  6  6  5]
 [20  8 13 ... 11 10  8]
 [18  7 10 ... 11 10  8]
 ...
 [ 9  8  5 ...  3  2  1]
 [10  8  5 ...  3  2  1]
 [10  8  6 ...  3  2  1]]"
9185,0.12596247,DME-9721607-18.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 19  38  46 ...  38  30 156]
 [ 22  38  42 ...  38  30 156]
 [ 26  38  37 ...  38  30 156]]"
8574,0.120139994,DME-8019418-65.jpeg,"[[ 0 10  0 ...  8  7  0]
 [12 21  4 ...  1  5  0]
 [26 35 14 ...  2 10  7]
 ...
 [ 0  1  2 ...  1  1  1]
 [ 0  1  2 ...  1  1  1]
 [ 0  1  2 ...  1  1  1]]"
20195,0.11557226,DRUSEN-8086850-82.jpeg,"[[ 48  23   0 ...  41  24  12]
 [  8   2  18 ...  33  16   3]
 [ 16   0  35 ...  40  24  13]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
12027,0.11019759,DME-8525575-21.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [255  96   3 ...   4   2   0]
 [255  96   3 ...   4   2   0]
 [255  96   2 ...   4   2   0]]"
15179,0.106455036,DME-4826882-4.jpeg,"[[44 20 14 ... 73 64 54]
 [27 20 24 ... 64 54 42]
 [11 13 14 ... 59 46 32]
 ...
 [ 8  9 10 ...  6  4  2]
 [ 3  4  5 ...  6  4  2]
 [ 1  2  4 ...  6  4  2]]"
9255,0.10327553,DME-7700504-15.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 31  45  47 ...  39  37  31]
 [ 25  32  31 ...  30  25  17]
 [ 30  26  15 ...  34  23  10]]"
12743,0.09989601,DME-7675318-15.jpeg,"[[11  5 34 ...  7  2  0]
 [ 0 35 22 ... 12  6  2]
 [ 7 30 12 ... 10  4  1]
 ...
 [14  9  9 ...  7  2  0]
 [15 12 14 ...  7  2  0]
 [17 15 19 ...  7  2  0]]"
10339,0.096691854,DME-8732456-8.jpeg,"[[255 255 255 ...  20  12  97]
 [255 255 255 ...  31  17  97]
 [255 255 255 ...  22   5  82]
 ...
 [  1   9  13 ... 255 255 255]
 [  0  10  14 ... 255 255 255]
 [  0  11  16 ... 255 255 255]]"
2412,0.09471769,NORMAL-5677894-2.jpeg,"[[24 12 39 ... 22 13  5]
 [ 9  7 29 ... 24 13  3]
 [ 3  9 21 ... 26 12  0]
 ...
 [27 14 16 ...  2  1  0]
 [17  6 10 ...  2  1  0]
 [ 9  0  6 ...  2  1  0]]"
3026,0.0916589,NORMAL-2842495-9.jpeg,"[[0 0 1 ... 3 2 1]
 [0 0 1 ... 3 3 2]
 [1 2 3 ... 4 3 2]
 ...
 [0 1 3 ... 1 1 1]
 [0 1 3 ... 1 1 1]
 [0 1 3 ... 1 1 1]]"
18433,0.09004231,DRUSEN-8986660-136.jpeg,"[[ 46  42  44 ... 255 255 255]
 [ 53  37  19 ... 255 255 255]
 [ 42  31   4 ... 255 255 255]
 ...
 [255 255 255 ...  12  12  12]
 [255 255 255 ...  12  12  12]
 [255 255 255 ...  12  12  12]]"
20145,0.087701544,DRUSEN-9059831-9.jpeg,"[[250 255 163 ...  21   1  12]
 [254 246  92 ...  59  32  28]
 [245 255 112 ...  85  74  74]
 ...
 [255 232 104 ...  16  15  14]
 [253 255 224 ...  66  66  64]
 [239 251 254 ... 255 255 254]]"
6420,0.08566114,NORMAL-7585414-8.jpeg,"[[255 251 192 ...  23  19  15]
 [255 253 195 ...  23  19  14]
 [255 254 196 ...  23  19  13]
 ...
 [255 255 255 ...   0  62 255]
 [255 255 255 ... 169 191 255]
 [255 255 255 ... 255 255 250]]"
12068,0.08434773,DME-5465575-28.jpeg,"[[ 41  30   6 ...  34  15   2]
 [ 41  52  43 ...  30  11   0]
 [ 41  43  33 ...  35  19   9]
 ...
 [231 231 231 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [254 254 254 ... 255 255 255]]"
15356,0.08211735,DME-3608465-30.jpeg,"[[31 38 63 ... 47 46 41]
 [18 81 79 ... 46 43 35]
 [28 39 55 ... 10 19 28]
 ...
 [15 12 16 ...  9  9  9]
 [ 8  6 12 ...  9  9  9]
 [ 2  2  9 ...  9  9  9]]"
23537,0.08099431,DRUSEN-3472938-29.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 21  25   6 ...  28   9  15]
 [ 21  25   6 ...  21   3  11]
 [ 21  26   7 ...  19   3  14]]"
18440,0.079700716,DRUSEN-2951435-16.jpeg,"[[ 0 13 23 ...  6 10 13]
 [ 0  5 10 ...  6  9 12]
 [ 4  4  4 ...  5  8 11]
 ...
 [ 0  5  8 ...  2  3  4]
 [ 0  5  8 ...  2  3  4]
 [ 0  5  8 ...  2  3  4]]"
8857,0.078329235,DME-8019418-13.jpeg,"[[ 19  11  16 ... 115 104  58]
 [ 18  11  14 ... 118 107  60]
 [  8  10  18 ... 118 108  61]
 ...
 [  3  11   8 ...   4   3   2]
 [  2   9   5 ...   4   3   2]
 [  1   8   2 ...   4   3   2]]"
11378,0.07752038,DME-4792882-4.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  7  14  19 ...   9   9   9]
 [  5  12  16 ...  10  10   9]
 [  4  10  13 ...  11  11  10]]"
12484,0.07622414,DME-2817912-14.jpeg,"[[ 44  26  26 ...  36  17  72]
 [ 36  23  29 ...  18   0  10]
 [ 23  12  19 ...  42  15   8]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
15378,0.07526166,DME-9720453-4.jpeg,"[[10  0 27 ... 21 18 43]
 [ 0 41 85 ...  9  5 31]
 [20 22 39 ... 20 11 31]
 ...
 [ 4  1 10 ... 16 20 13]
 [ 4  1 10 ... 16 20 13]
 [ 3  1 10 ... 16 20 13]]"
22263,0.074044816,DRUSEN-8218042-1.jpeg,"[[ 1  2  3 ...  5  4  3]
 [ 3  3  4 ...  3  2  1]
 [ 4  5  5 ...  3  3  2]
 ...
 [17 31 37 ... 28 22 19]
 [17 30 37 ... 28 20 15]
 [16 30 36 ... 30 21 13]]"
140,0.073144205,NORMAL-9160999-8.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 31  55  39 ...  18  23  30]
 [ 20  40  34 ...  10  13  17]
 [ 10  24  30 ...   9  10  11]]"
8868,0.07229094,DME-8602716-23.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 12  20  12 ...  17   7 142]
 [ 15  22  14 ...  17   7 142]
 [ 20  26  16 ...  17   7 142]]"
10217,0.07152317,DME-1649492-72.jpeg,"[[ 0  0  3 ... 12  8  4]
 [ 0  2  4 ... 13 10  5]
 [ 2  4  5 ... 14 10  6]
 ...
 [ 3  5  7 ...  2  2  2]
 [ 3  5  7 ...  2  2  2]
 [ 3  5  7 ...  2  2  2]]"
2507,0.07073785,NORMAL-8499406-9.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 34  45  55 ...  28  19  12]
 [ 43  53  62 ...  21  12   5]
 [ 51  60  67 ...  16   6   0]]"
14731,0.06981698,DME-7706610-8.jpeg,"[[251 255 255 ... 252 253 254]
 [204 208 213 ... 255 255 255]
 [ 26  29  36 ... 253 253 253]
 ...
 [ 11   9   8 ...  15  10   8]
 [ 10   8   8 ...  13   8   6]
 [  8   7   7 ...  12   6   3]]"
12395,0.069201045,DME-8253827-2.jpeg,"[[18 15 37 ...  0  0  0]
 [22 28 22 ...  0  0  0]
 [15 35 12 ...  0  0  0]
 ...
 [11 12 12 ...  0  0  0]
 [10 11 12 ...  0  0  0]
 [ 7  9 11 ...  0  0  0]]"
11721,0.06817384,DME-6354157-7.jpeg,"[[255 255 255 ...  93  86  77]
 [255 255 255 ...  81  74  65]
 [255 255 255 ...  81  73  64]
 ...
 [  6   3   5 ... 255 255 255]
 [  7   4   5 ... 255 255 255]
 [  9   6   6 ... 255 255 255]]"
12092,0.06771853,DME-7700504-5.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 65  58  74 ...  37  32  55]
 [ 34  42  77 ...  29  27  53]
 [ 64  57  65 ...  21  25  56]]"
17893,0.06721928,DRUSEN-8328995-1.jpeg,"[[0 0 0 ... 4 4 4]
 [2 2 3 ... 8 7 7]
 [4 3 4 ... 5 5 4]
 ...
 [1 1 1 ... 6 4 2]
 [1 1 1 ... 6 4 2]
 [1 0 1 ... 6 4 2]]"
8116,0.06662345,DME-7763916-21.jpeg,"[[  0  33  43 ... 255 255 255]
 [  0  21  24 ... 210 210 210]
 [  2  20  17 ...  21  21  22]
 ...
 [  4   6   5 ...   5   4   3]
 [  2   4   3 ...   4   4   3]
 [  0   1   1 ...   3   3   3]]"
8738,0.06592379,DME-9939654-12.jpeg,"[[27 93 12 ... 44 21  0]
 [18 48 11 ... 24 12  1]
 [16 31 48 ...  9  5  4]
 ...
 [ 3  6 10 ...  0  0  0]
 [ 8 10 11 ...  0  0  0]
 [ 9 10 11 ...  0  0  0]]"
9329,0.06521572,DME-4744426-3.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  8  15  12 ...  19  31  16]
 [  7  16  18 ...  14  26  10]
 [  7  19  24 ...   8  20   4]]"
8999,0.06494123,DME-4897748-4.jpeg,"[[ 9 22 24 ... 15 14 13]
 [ 2 18 28 ...  8  8  8]
 [ 3 21 33 ... 13 12 11]
 ...
 [ 5  1  1 ... 13 13 14]
 [ 3  1  3 ... 13 12 12]
 [ 1  2  6 ... 12 11 10]]"
13563,0.06426677,DME-9945479-3.jpeg,"[[ 0  0 20 ...  7  7  7]
 [ 1 12 25 ... 13 10  5]
 [ 0 20 20 ... 13 11  8]
 ...
 [10  9  8 ...  4  4  4]
 [ 7  6  6 ...  3  3  3]
 [ 3  3  2 ...  2  2  2]]"
10861,0.06392587,DME-4897748-18.jpeg,"[[158   0   9 ... 255 255 255]
 [147   6  32 ... 255 255 255]
 [153  41  47 ... 255 255 255]
 ...
 [255 255 255 ...  17  22  26]
 [255 255 255 ...  16  21  25]
 [255 255 255 ...  14  19  24]]"
6696,0.06340215,NORMAL-6318112-1.jpeg,"[[ 0 14  0 ...  9  8  6]
 [ 0 14  0 ... 10  9  8]
 [ 1 14  2 ...  9 10 10]
 ...
 [ 1  2  3 ...  4  4  4]
 [ 1  2  3 ...  5  5  5]
 [ 1  1  2 ...  6  6  6]]"
16700,0.06304921,DRUSEN-1514075-22.jpeg,"[[39 56 39 ... 15 15 15]
 [23 35 26 ...  3  5  8]
 [47 41 26 ...  9 11 14]
 ...
 [12 17  1 ...  9  7  4]
 [14 19  3 ...  9  7  4]
 [15 21  6 ...  9  7  4]]"
13803,0.06264144,DME-258763-26.jpeg,"[[14 16 14 ... 18 12  4]
 [18 20 19 ... 17 11  3]
 [12 15 15 ... 18 12  4]
 ...
 [13 11 14 ...  2  2  2]
 [11  9 14 ...  2  2  2]
 [ 8  7 13 ...  2  2  2]]"
18454,0.062078428,DRUSEN-8261063-33.jpeg,"[[  0  17  22 ...  19  15  10]
 [  0  11  10 ...  23  20  15]
 [  1  10   9 ...  26  23  19]
 ...
 [255 255 255 ...   9   0  20]
 [255 255 255 ...   8   0  39]
 [255 255 255 ... 157 150 209]]"
15321,0.061695624,DME-3483651-29.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 54  33  48 ...  21  11   4]
 [ 54  33  50 ...  27  17   9]
 [ 51  30  49 ...  32  21  13]]"
11629,0.061335932,DME-4658666-10.jpeg,"[[ 2 17 46 ... 22 18 15]
 [ 0 17 34 ... 16 13 10]
 [10 23 19 ... 10 10 11]
 ...
 [ 3  2  4 ...  1  1  1]
 [ 2  2  4 ...  2  2  2]
 [ 2  3  4 ...  3  3  3]]"
9096,0.060917977,DME-8602716-49.jpeg,"[[23 13 18 ... 12 14 15]
 [13 19 20 ...  9 10 11]
 [10 29 18 ... 17 20 23]
 ...
 [ 0  1  4 ...  5  4  3]
 [ 0  2  4 ...  5  4  3]
 [ 2  3  4 ...  5  4  3]]"
9146,0.060480695,DME-3447259-2.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 21  10  14 ...  35  35  35]
 [ 19   8  12 ...  28  28  28]
 [ 18   9  14 ...  23  23  23]]"
10387,0.060072847,DME-4561631-5.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [114   2  41 ...  25  33  13]
 [158  22  39 ...  22  32  13]
 [193  35  34 ...  18  30  14]]"
12705,0.059809722,DME-9939654-36.jpeg,"[[ 45  30  54 ... 254 254 254]
 [ 46  49  64 ... 255 255 255]
 [ 52  69  70 ...  99  99  99]
 ...
 [ 17  26  16 ...   0   0   0]
 [ 15  24  14 ...   0   0   0]
 [ 12  22  13 ...   0   0   0]]"
15640,0.05930612,DME-682285-9.jpeg,"[[168 163 168 ... 153 155 159]
 [ 20   8  16 ...   7   9  11]
 [ 33  16  22 ...  21  21  21]
 ...
 [  5   7   5 ...   6   5   4]
 [  6   9   8 ...   6   5   4]
 [  7  11  11 ...   6   5   4]]"
13051,0.058939688,DME-5000180-7.jpeg,"[[ 5 12 18 ...  0  0  0]
 [ 7 11  0 ...  0  0  0]
 [36 49 27 ...  0  0  0]
 ...
 [ 9 11 11 ...  0  0  0]
 [ 3 10 14 ...  0  0  0]
 [ 0 10 17 ...  0  0  0]]"
8424,0.058740176,DME-6593270-2.jpeg,"[[ 0  4  6 ...  5 12 18]
 [ 4  6  7 ...  6 13 20]
 [ 4  5  6 ... 20 26 34]
 ...
 [ 1  8 11 ...  7  6  5]
 [ 1  8 11 ...  5  4  3]
 [ 1  8 11 ...  3  2  1]]"
22471,0.05853329,DRUSEN-9000010-6.jpeg,"[[ 7 17 16 ... 13 12 11]
 [14 18 15 ... 17 16 15]
 [14 18 18 ... 18 17 16]
 ...
 [ 4  3  3 ...  3  3  3]
 [ 4  3  3 ...  3  3  3]
 [ 4  3  3 ...  3  3  3]]"
13711,0.0582688,DME-408201-6.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  5   9  13 ... 255 255 255]
 [  6   9  13 ... 255 255 255]
 [  8  10  13 ... 255 255 255]]"
6374,0.057874266,NORMAL-3479847-12.jpeg,"[[ 4  9 12 ... 43 43 19]
 [30 55 14 ... 73 74 50]
 [24 64 14 ... 82 86 63]
 ...
 [ 2  6 16 ...  5  7  9]
 [ 2  7 17 ...  4  6  8]
 [ 1  7 19 ...  3  5  7]]"
18998,0.057735845,DRUSEN-8086850-83.jpeg,"[[ 48  23   0 ...  41  24  12]
 [  8   2  18 ...  33  16   3]
 [ 16   0  35 ...  40  24  13]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
14260,0.057388317,DME-4616882-32.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  6   4   6 ...  19   2 157]
 [  7   5   7 ...  18   2 156]
 [  8   7   9 ...  18   1 156]]"
10022,0.057200756,DME-4792882-5.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [148   4  15 ...   9   8   7]
 [148   4  15 ...  11  10   9]
 [149   3  14 ...  13  12  11]]"
11806,0.056905635,DME-5607266-13.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [  9  16  19 ...  10   0 148]
 [ 13  19  21 ...  13   0 151]
 [ 18  22  22 ...  15   0 153]]"
8955,0.056715686,DME-8738660-1.jpeg,"[[ 0  0  0 ... 15 17 18]
 [ 0  0  0 ... 16 18 20]
 [ 0  0  0 ... 19 21 24]
 ...
 [ 0  0  0 ...  6  6  6]
 [ 0  0  0 ...  5  5  5]
 [ 0  0  0 ...  4  4  4]]"
3421,0.05639685,NORMAL-7792808-18.jpeg,"[[ 13   3   7 ... 130  99  32]
 [  4   7  17 ... 110  89  31]
 [  0  15  26 ...  91  79  32]
 ...
 [  4   1   3 ...   2   2   2]
 [  4   1   3 ...   2   2   2]
 [  4   1   3 ...   2   2   2]]"
8015,0.056069847,DME-1823896-1.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 45  57  41 ...  20  21  22]
 [ 35  48  34 ...  25  26  26]
 [ 27  39  27 ...  32  32  32]]"
13331,0.05591978,DME-283349-2.jpeg,"[[ 8  1  9 ... 17 15 12]
 [ 0 11 26 ... 20 18 16]
 [ 6 14 19 ... 16 15 13]
 ...
 [ 3  5  3 ...  4  3  2]
 [ 3  5  3 ...  4  3  2]
 [ 3  5  3 ...  3  3  2]]"
12238,0.055608492,DME-8602716-139.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 44  43  41 ...   7  55 255]
 [ 44  43  41 ...   7  55 255]
 [ 44  43  41 ...   6  55 255]]"
6634,0.05526054,NORMAL-9254923-1.jpeg,"[[ 64 100 118 ...   6  10  14]
 [ 63  76  95 ...   9  11  13]
 [ 57  62  78 ...  11   9   8]
 ...
 [  0   5   7 ...   5   4   3]
 [  0   4   7 ...   5   4   3]
 [  0   4   6 ...   4   4   3]]"
11542,0.05508592,DME-7870558-15.jpeg,"[[ 29  27  84 ...  55 203 253]
 [ 78  52  71 ...  26 190 246]
 [ 70  67  20 ...  31 206 250]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
10619,0.054833412,DME-8692039-3.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 23  15  12 ...  11   0 149]
 [ 19  12  13 ...  12   0 150]
 [ 14  10  14 ...  13   0 151]]"
11326,0.054626185,DME-3064922-235.jpeg,"[[31 35 45 ... 28 20 14]
 [32 24 23 ... 11  6  4]
 [29 17  9 ... 12 10 11]
 ...
 [ 6  5  5 ...  2  2  2]
 [ 6  5  5 ...  2  2  2]
 [ 5  5  4 ...  2  2  2]]"
23800,0.05439464,DRUSEN-8261063-18.jpeg,"[[255 250  45 ...  19  29  35]
 [255 248  42 ...  19  29  37]
 [255 248  42 ...  27  35  40]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
23154,0.054142643,DRUSEN-8549730-12.jpeg,"[[ 7  8 10 ...  8 10  8]
 [ 6 10 14 ... 12 13 12]
 [ 4  9 14 ...  6  8  7]
 ...
 [ 0  4  6 ...  1  1  1]
 [ 2  6  6 ...  1  1  1]
 [ 6  8  6 ...  1  1  1]]"
11150,0.05394047,DME-8732456-13.jpeg,"[[255 255 255 ... 255 255 255]
 [250 255 253 ... 255 255 255]
 [252 255 252 ... 255 255 255]
 ...
 [255 255 255 ...  16  17  18]
 [255 255 255 ...  15  16  18]
 [255 255 255 ...  14  15  16]]"
2641,0.053859282,NORMAL-3561613-12.jpeg,"[[ 95 116 117 ...  10   8   7]
 [ 99 130 121 ...  11   9   8]
 [107 149 124 ...  12   9   7]
 ...
 [  3   3   3 ...   1   1   1]
 [  3   3   3 ...   1   1   1]
 [  3   3   3 ...   1   1   1]]"
10613,0.053566255,DME-3304080-32.jpeg,"[[254 255 255 ...  38  40  41]
 [252 242 255 ...  46  40  32]
 [186 168 143 ...  60  54  47]
 ...
 [ 31  27  26 ... 255 255 255]
 [ 20  18  18 ... 255 255 255]
 [ 11  10  12 ... 255 255 255]]"
11810,0.05341414,DME-4388412-2.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 24  23  19 ...  18  10 148]
 [ 26  25  21 ...  17  10 147]
 [ 28  27  23 ...  16   8 146]]"
12235,0.05325525,DME-7706610-10.jpeg,"[[255 252 251 ... 255 255 255]
 [255 255 253 ... 255 255 255]
 [254 254 251 ... 254 254 254]
 ...
 [  7  14   7 ...  10   9   7]
 [  6  14   6 ...   7   6   5]
 [  6  13   4 ...   4   3   2]]"
21779,0.053078372,DRUSEN-2951435-4.jpeg,"[[ 7  4  4 ...  6  4  2]
 [ 6  7  8 ...  4  2  0]
 [ 4 11 12 ...  5  3  1]
 ...
 [ 1  2  4 ...  4  3  2]
 [ 1  2  4 ...  4  3  2]
 [ 1  2  4 ...  4  3  2]]"
1181,0.052800033,NORMAL-8598003-1.jpeg,"[[ 2  4  6 ...  2  2  2]
 [ 1  4  7 ...  2  2  2]
 [ 4  7 10 ...  6  6  4]
 ...
 [ 4  5  6 ...  3  2  2]
 [ 4  5  6 ...  3  2  2]
 [ 4  5  6 ...  3  2  2]]"
13060,0.05267102,DME-6737988-55.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 18   0  10 ...  45  46 153]
 [ 23   4   9 ...  45  46 153]
 [ 35  13  16 ...  45  46 153]]"
12434,0.05252796,DME-7675318-16.jpeg,"[[ 0  0  0 ... 39 26 14]
 [ 3  2  1 ... 31 29 30]
 [ 0  1  0 ... 14 20 32]
 ...
 [ 0  1  1 ...  6  5  4]
 [ 0  1  1 ...  6  5  4]
 [ 0  1  1 ...  5  5  4]]"
1808,0.052437417,NORMAL-1229180-10.jpeg,"[[ 80 104 110 ...  83  81  78]
 [ 73  91  96 ...  76  72  67]
 [ 80  76  80 ...  47  46  45]
 ...
 [  7   6   9 ...   9   7   4]
 [ 12  10  12 ...   9   7   5]
 [ 18  15  15 ...   9   7   5]]"
11966,0.052258216,DME-4119721-65.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [ 11  20  23 ...  15   0 152]
 [ 24  26  23 ...  15   0 153]
 [ 30  23  14 ...  16   0 154]]"
12337,0.052068777,DME-4242335-42.jpeg,"[[ 0 20 16 ...  0  0  0]
 [ 0  9 29 ...  0  0  0]
 [ 0  0 45 ...  0  0  0]
 ...
 [ 1  0  1 ...  0  0  0]
 [ 1  0  1 ...  0  0  0]
 [ 1  0  1 ...  0  0  0]]"
11546,0.051929314,DME-8728759-1.jpeg,"[[14 39 27 ... 28 20 10]
 [60 60 54 ... 17 11  4]
 [44 24 38 ... 18 13  8]
 ...
 [ 9 11 11 ...  6  4  1]
 [12 12 10 ...  7  6  3]
 [15 13  8 ...  9  7  5]]"
12591,0.051735956,DME-7700504-14.jpeg,"[[255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 ...
 [250  57  15 ...  13   6  17]
 [254  68  27 ...  22   9  11]
 [255  81  40 ...  31  10   3]]"
7411,0.051677067,NORMAL-9108348-6.jpeg,"[[ 1 14 29 ... 13  9  4]
 [20 26 23 ... 12  8  4]
 [14 34 33 ... 14 10  6]
 ...
 [ 4  2  5 ... 12  9  5]
 [ 3  2  5 ... 10  7  2]
 [ 3  3  6 ...  8  4  0]]"
13907,0.051599313,DME-4388412-4.jpeg,"[[ 0 14 33 ... 15  6  0]
 [ 6 16 27 ... 19 11  5]
 [17 22 25 ... 15  9  4]
 ...
 [ 2  4  4 ...  1  1  1]
 [ 2  4  4 ...  1  1  1]
 [ 3  5  4 ...  1  1  1]]"
11837,0.051376946,DME-2817912-15.jpeg,"[[ 28  23  34 ...  14  10   8]
 [ 26  20  33 ...  24  15   4]
 [ 42  24  17 ...  38  29  17]
 ...
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]
 [255 255 255 ... 255 255 255]]"
